ordine;item_padre;descrizione_padre;item_figlio;descrizione_figlio;qta_richiesta_pezzo;unita_misura;scrap_factor;qta_completata;qta_prelevata;quantita_richiesta
503465;3800;INSERT GUEDEL CANNULA SIZE 10 CM;10086274;ERACLENE MP90U;0,002104;KG;1,06000;57543,00000;128,51138;128,33470
503465;3800;INSERT GUEDEL CANNULA SIZE 10 CM;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000044;KG;1,06000;57543,00000;2,64735;2,68381
503466;PT00108836;GUEDEL CANNULA SIZE 10 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,01933;KG;1,03320;42369,00000;946,83249;846,18333
503467;PT00108834;GUEDEL CANNULA SIZE 8 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,01154;KG;1,02970;23150,00000;206,76045;275,08538
503467;PT00108834;GUEDEL CANNULA SIZE 8 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,01154;KG;1,02970;23150,00000;68,32735;275,08538
503467;PT00108834;GUEDEL CANNULA SIZE 8 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,01154;KG;1,02970;23150,00000;275,08780;275,08538
503468;PT00108835;GUEDEL CANNULA SIZE 9 CM;1318;GRANULO PE-EVA GREENFLEX FC45;0,0149;KG;1,02070;45880,00000;688,62136;697,76277
503469;4300;CILINDRO .APL GEOM.VALVE+SC.;10086274;ERACLENE MP90U;0,005194;KG;1,06000;27081,00000;149,76930;149,09824
503469;4300;CILINDRO .APL GEOM.VALVE+SC.;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000106;KG;1,06000;27081,00000;3,04622;3,04282
503469;4300;CILINDRO .APL GEOM.VALVE+SC.;1422;RIFRASTIR PS VERDE KE/1530 AT;0,000098;KG;1,95000;27081,00000;5,19603;5,17518
503476;4126;CORPO FILTRO SPIROM. 33M/30F;10086274;ERACLENE MP90U;0,012621;KG;1,01530;71651,00000;927,56680;918,14317
503476;4126;CORPO FILTRO SPIROM. 33M/30F;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000271;KG;1,01530;71651,00000;19,90699;19,71451
503477;4301;APL GEOM.VALVE 15M SENZA SCAR.;1213;TERLUX 2812 TR (ABS);0,006316;KG;1,04890;58847,00000;392,86264;389,85269
503482;4302;APL GEOMETRIC VALVE CON SCAR.;1213;TERLUX 2812 TR (ABS);0,009397;KG;1,06500;6369,00000;79,11402;63,73971
503483;3850;CORPO TRACHEOLIFE 2;PT00068277;BORMED RF830MO;0,0065;KG;1,02380;162520,00000;153,72385;1081,52184
503483;3850;CORPO TRACHEOLIFE 2;PT00068277;BORMED RF830MO;0,0065;KG;1,02380;162520,00000;1086,94119;1081,52184
503483;3850;CORPO TRACHEOLIFE 2;PT00068277;BORMED RF830MO;0,0065;KG;1,02380;162520,00000;933,21734;1081,52184
503484;4304;PORTA MAGNETE APL GEOMETRIC;1213;TERLUX 2812 TR (ABS);0,000744;KG;1,06500;18138,00000;14,47934;14,37183
503485;4305;CIL.APL GEOM VALVE SENZA SC;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000095;KG;1,02790;50540,00000;4,96323;4,93526
503485;4305;CIL.APL GEOM VALVE SENZA SC;10086274;ERACLENE MP90U;0,004357;KG;1,02790;50540,00000;226,83897;226,34644
503485;4305;CIL.APL GEOM VALVE SENZA SC;1422;RIFRASTIR PS VERDE KE/1530 AT;0,000092;KG;1,95000;50540,00000;2,45606;9,06688
503485;4305;CIL.APL GEOM VALVE SENZA SC;1422;RIFRASTIR PS VERDE KE/1530 AT;0,000092;KG;1,95000;50540,00000;6,60942;9,06688
503485;4305;CIL.APL GEOM VALVE SENZA SC;1422;RIFRASTIR PS VERDE KE/1530 AT;0,000092;KG;1,95000;50540,00000;9,06548;9,06688
503486;4892;RACC.3 VIE REBBI PARALLELI;10086274;ERACLENE MP90U;0,014134;KG;1,02000;22475,00000;134,81340;324,01488
503486;4892;RACC.3 VIE REBBI PARALLELI;10086274;ERACLENE MP90U;0,014134;KG;1,02000;22475,00000;194,09609;324,01488
503486;4892;RACC.3 VIE REBBI PARALLELI;10086274;ERACLENE MP90U;0,014134;KG;1,02000;22475,00000;328,90949;324,01488
503486;4892;RACC.3 VIE REBBI PARALLELI;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000303;KG;1,02000;22475,00000;7,04953;6,94612
503488;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200889,00000;631,52147;1601,75630
503488;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200889,00000;970,29412;1601,75630
503488;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200889,00000;1601,81559;1601,75630
503488;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;200889,00000;33,95293;33,85783
503489;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200889,00000;971,22676;1392,74937
503489;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200889,00000;1392,07074;1392,74937
503489;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;200889,00000;30,33664;29,44832
503489;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200889,00000;420,84398;1392,74937
503545;10138831;RACCORDO 15FLEX D.8,0-11.0;10124024;PVC AM 171F W 130 DEHT;0,00737;KG;1,04000;45476,00000;346,76475;348,56444
503545;10138831;RACCORDO 15FLEX D.8,0-11.0;10124024;PVC AM 171F W 130 DEHT;0,00737;KG;1,04000;45476,00000;6,90617;348,56444
503545;10138831;RACCORDO 15FLEX D.8,0-11.0;10124024;PVC AM 171F W 130 DEHT;0,00737;KG;1,04000;45476,00000;353,67092;348,56444
503546;10119239;CORPO CENTRALE TRACHEOLIFE III;PT00068277;BORMED RF830MO;0,0043;KG;1,07000;92051,00000;425,19222;423,52665
503547;3279;RAC.3 VIE REBBI PARALL.22M/15F;1063;PVC AM 113 W 106;0,01951;KG;1,04860;29821,00000;615,02896;610,08356
503563;4360;RACCORDO TUBO 'P' CON SEDE;1213;TERLUX 2812 TR (ABS);0,000965;KG;1,06500;9747,00000;10,18954;10,01724
503563;4360;RACCORDO TUBO 'P' CON SEDE;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,00003;KG;1,03500;9747,00000;0,30728;0,30264
503568;10119344;COPERCHIO STERIVENT MINI;1438;STYROLUX BATCH EF;0,000162;KG;1,03500;90100,00000;15,16400;15,10707
503568;10119344;COPERCHIO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,007959;KG;1,03480;90100,00000;738,78629;742,06119
503570;3046;RACC FLEX DEHP FREE TUBO A 22F;10004900;FMA 698 N V055 VA;0,0104;KG;1,02850;203009,00000;2177,89824;2171,46547
503571;3062;DOPPIO TAPPO PER COBB GIREVOLE;10130212;MDP 2894/60FC;0,00156;KG;1,29000;282712,00000;574,57090;568,92963
503572;3353;COPERCHIO RACCOGLICOND.TUBO A;1430;COLORANTE VERDE;0,000337;KG;1,18000;15306,00000;6,14079;6,08658
503572;3353;COPERCHIO RACCOGLICOND.TUBO A;1213;TERLUX 2812 TR (ABS);0,016503;KG;1,03410;15306,00000;263,31138;261,20840
503589;3373;FONDO HYGROBABY CON 15F;1210;STYROLUX 656C CRISTALLO;0,00329;KG;1,03760;39880,00000;136,83992;136,13852
503589;3373;FONDO HYGROBABY CON 15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000081;KG;1,08000;39880,00000;3,48714;3,48870
503605;3394;FONDO FILTRO STERIVENT;1421;RIFRASTIR PS VERDE FUME' KE;0,00059;KG;1,08000;32799,00000;16,84020;20,89952
503605;3394;FONDO FILTRO STERIVENT;1210;STYROLUX 656C CRISTALLO;0,019076;KG;1,02750;32799,00000;648,52023;642,87975
503606;3391;C. HYGROSTER,STERIVENT 22F/15M;1210;STYROLUX 656C CRISTALLO;0,012328;KG;1,03830;72612,00000;922,77680;929,44539
503606;3391;C. HYGROSTER,STERIVENT 22F/15M;1421;RIFRASTIR PS VERDE FUME' KE;0,000303;KG;1,08000;72612,00000;23,91392;23,76155
503610;4353;RAC. DISASSATO PER CIRCUITO;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000276;KG;1,02000;31507,00000;6,14861;8,86985
503610;4353;RAC. DISASSATO PER CIRCUITO;1213;TERLUX 2812 TR (ABS);0,008909;KG;1,03010;31507,00000;303,24069;289,14481
503611;3398;ANELLO RACCOGLITUBI ADULTO;10086274;ERACLENE MP90U;0,003381;KG;1,03190;33617,00000;118,07475;117,28480
503611;3398;ANELLO RACCOGLITUBI ADULTO;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000069;KG;1,03190;33617,00000;2,40278;2,39357
503611;3398;ANELLO RACCOGLITUBI ADULTO;1430;COLORANTE VERDE;0,000066;KG;1,18000;33617,00000;2,63968;2,61809
503627;3990;TUBO ESTENSIBILE CM.85/230;1154;PP COPO DOW INSPIRE 137;0,119;KG;1,03000;1500,00000;183,85500;183,85500
503653;4462;COPERCHIO VALVOLA PER TY-CARE;1317;GRANULO PC LEXAN 124R - 111;0,002636;KG;1,06000;46014,00000;129,19175;128,57048
503654;4465;RACCORDO 22M-15F X TY-CARE;10086274;ERACLENE MP90U;0,005645;KG;1,06000;71667,00000;125,79563;428,83383
503654;4465;RACCORDO 22M-15F X TY-CARE;10086274;ERACLENE MP90U;0,005645;KG;1,06000;71667,00000;303,05968;428,83383
503654;4465;RACCORDO 22M-15F X TY-CARE;10086274;ERACLENE MP90U;0,005645;KG;1,06000;71667,00000;428,85531;428,83383
503654;4465;RACCORDO 22M-15F X TY-CARE;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,00012;KG;1,06000;71667,00000;9,10171;9,11604
503668;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;325495,00000;2595,17163;2595,28230
503668;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;325495,00000;27,24855;54,85893
503668;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;325495,00000;27,76012;54,85893
503668;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;325495,00000;1434,54202;2595,28230
503668;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;325495,00000;55,00867;54,85893
503668;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;325495,00000;1160,62961;2595,28230
503669;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;303177,00000;942,64779;2417,33330
503669;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;303177,00000;51,23961;51,09745
503669;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;303177,00000;366,04043;2417,33330
503669;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;303177,00000;1108,66956;2417,33330
503669;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;303177,00000;2417,35778;2417,33330
503670;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200306,00000;0,06378;1597,10784
503670;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;200306,00000;15,93806;33,75957
503670;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200306,00000;1597,10351;1597,10784
503670;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200306,00000;466,86563;1597,10784
503670;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;200306,00000;17,91500;33,75957
503670;10004101;COPERCHIO BARR.S/HYGR.S IN PP;10066414;PP RF365MO BOREALIS;0,007817;KG;1,02000;200306,00000;1130,17410;1597,10784
503670;10004101;COPERCHIO BARR.S/HYGR.S IN PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000159;KG;1,06000;200306,00000;33,85306;33,75957
503671;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;200306,00000;14,24049;29,36286
503671;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200306,00000;0,05543;1388,70748
503671;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200306,00000;470,04949;1388,70748
503671;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;200306,00000;16,00692;29,36286
503671;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;200306,00000;30,24741;29,36286
503671;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200306,00000;917,87078;1388,70748
503671;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;200306,00000;1387,97570;1388,70748
503672;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;253761,00000;154,37397;2292,25356
503672;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;253761,00000;2137,84913;2292,25356
503672;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;253761,00000;6,90573;48,87437
503672;10084085;FONDO FILTRO HYGROBAC'S PP;10066414;PP RF365MO BOREALIS;0,008856;KG;1,02000;253761,00000;2292,22310;2292,25356
503672;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;253761,00000;42,07014;48,87437
503672;10084085;FONDO FILTRO HYGROBAC'S PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,00018;KG;1,07000;253761,00000;48,97587;48,87437
503673;10124375;MEMBRANA IN MEGOL PER RC;1439;MASTER AZZURRO 62210;0,00012;KG;1,05000;80689,00000;10,16088;10,16681
503673;10124375;MEMBRANA IN MEGOL PER RC;10130212;MDP 2894/60FC;0,005894;KG;1,29000;80689,00000;613,91845;613,49945
503674;4833;RACC.22M/15F-22M X URM CAR.LAT;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,0005;KG;1,03500;9175,00000;4,78945;4,74806
503674;4833;RACC.22M/15F-22M X URM CAR.LAT;1213;TERLUX 2812 TR (ABS);0,016173;KG;1,04470;9175,00000;156,22045;155,02019
503676;10139856;FONDO HBAC/BBAC PP 22F/15M;10066414;PP RF365MO BOREALIS;0,014409;KG;1,02000;118720,00000;910,56588;1744,84921
503676;10139856;FONDO HBAC/BBAC PP 22F/15M;1448;RIFRATENE PP VERDE KE/2623 2%;0,000294;KG;1,07000;118720,00000;13,70255;37,34694
503676;10139856;FONDO HBAC/BBAC PP 22F/15M;1448;RIFRATENE PP VERDE KE/2623 2%;0,000294;KG;1,07000;118720,00000;24,91531;37,34694
503676;10139856;FONDO HBAC/BBAC PP 22F/15M;10066414;PP RF365MO BOREALIS;0,014409;KG;1,02000;118720,00000;1732,01072;1744,84921
503676;10139856;FONDO HBAC/BBAC PP 22F/15M;10066414;PP RF365MO BOREALIS;0,014409;KG;1,02000;118720,00000;821,44484;1744,84921
503676;10139856;FONDO HBAC/BBAC PP 22F/15M;1448;RIFRATENE PP VERDE KE/2623 2%;0,000294;KG;1,07000;118720,00000;38,61786;37,34694
503718;3287;RACCORDO Y PEDIATRICO;1063;PVC AM 113 W 106;0,01636;KG;1,04840;4493,00000;77,06441;77,06315
503733;3285;RACCORDO TIPO Y PER TUBO P;1063;PVC AM 113 W 106;0,01529;KG;1,04980;24667,00000;65,26336;395,94092
503733;3285;RACCORDO TIPO Y PER TUBO P;1063;PVC AM 113 W 106;0,01529;KG;1,04980;24667,00000;349,43027;395,94092
503733;3285;RACCORDO TIPO Y PER TUBO P;1063;PVC AM 113 W 106;0,01529;KG;1,04980;24667,00000;414,69363;395,94092
503734;3291;RAC.Y 22M/15F,TUBO P.CON PRESE;1063;PVC AM 113 W 106;0,01582;KG;1,05410;6616,00000;111,84484;110,32750
503735;3311;RACC.DIRITTO TUBO 'N', 10F;1213;TERLUX 2812 TR (ABS);0,001404;KG;1,06500;42053,00000;63,12639;62,88017
503735;3311;RACC.DIRITTO TUBO 'N', 10F;1426;ABS VERDE FUMEE' KE/1740 3% AT;0,000043;KG;1,03500;42053,00000;1,90015;1,87157
503736;3069;RACC. GIREV. 15F/22M PER COBB;1210;STYROLUX 656C CRISTALLO;0,004409;KG;1,02210;388258,00000;1750,49989;1749,66095
503736;3069;RACC. GIREV. 15F/22M PER COBB;1438;STYROLUX BATCH EF;0,000108;KG;1,03500;388258,00000;43,50996;43,39948
503736;3069;RACC. GIREV. 15F/22M PER COBB;1438;STYROLUX BATCH EF;0,000108;KG;1,03500;388258,00000;8,39326;43,39948
503736;3069;RACC. GIREV. 15F/22M PER COBB;1438;STYROLUX BATCH EF;0,000108;KG;1,03500;388258,00000;35,11670;43,39948
503737;3070;RACCORDO GIREVOLE PER TUBO P;1213;TERLUX 2812 TR (ABS);0,001268;KG;1,04000;372054,00000;490,95162;490,63505
503738;3068;CORPO COBB GIREVOLE;10086274;ERACLENE MP90U;0,003528;KG;1,01500;247544,00000;922,50851;886,43526
503738;3068;CORPO COBB GIREVOLE;10086274;ERACLENE MP90U;0,003528;KG;1,01500;247544,00000;580,50512;886,43526
503738;3068;CORPO COBB GIREVOLE;10086274;ERACLENE MP90U;0,003528;KG;1,01500;247544,00000;342,00339;886,43526
503738;3068;CORPO COBB GIREVOLE;10091422;ADDITIVANTE ANTI UV SU BASE HDPE;0,000072;KG;1,07740;247544,00000;20,09370;19,20268
503739;10141368;RACCORDO FLEX TUBO PED 22F;10004900;FMA 698 N V055 VA;0,01241;KG;1,03250;80682,00000;1033,77867;1033,80469
503740;3053;CANNULA NAS.CON SEDE TUBO 4.2;1001;AM 61 W 113;0,00297;KG;1,03210;78777,00000;243,10369;241,47805
503742;3315;RACCORDO RIDUZ.D 12 CONN.22M;1213;TERLUX 2812 TR (ABS);0,0067;KG;1,06500;20088,00000;144,56822;143,33792
503743;10119343;FONDO STERIVENT MINI;1438;STYROLUX BATCH EF;0,000213;KG;1,03500;70314,00000;12,13960;15,50107
503743;10119343;FONDO STERIVENT MINI;1438;STYROLUX BATCH EF;0,000213;KG;1,03500;70314,00000;15,71526;15,50107
503743;10119343;FONDO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,010444;KG;1,02920;70314,00000;753,14024;755,80271
503743;10119343;FONDO STERIVENT MINI;1438;STYROLUX BATCH EF;0,000213;KG;1,03500;70314,00000;3,57566;15,50107
503744;3369;FONDO FILTRO STERIVENT MINI;1421;RIFRASTIR PS VERDE FUME' KE;0,000256;KG;1,08000;71022,00000;19,78078;19,63616
503744;3369;FONDO FILTRO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,010386;KG;1,02980;71022,00000;762,67176;759,61600
503745;3369;FONDO FILTRO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,010386;KG;1,02980;72851,00000;506,78422;779,17807
503745;3369;FONDO FILTRO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,010386;KG;1,02980;72851,00000;264,38809;779,17807
503745;3369;FONDO FILTRO STERIVENT MINI;1210;STYROLUX 656C CRISTALLO;0,010386;KG;1,02980;72851,00000;771,17231;779,17807
503745;3369;FONDO FILTRO STERIVENT MINI;1421;RIFRASTIR PS VERDE FUME' KE;0,000256;KG;1,08000;72851,00000;20,33217;20,14184
503747;3367;COPERCHIO NUOVO FILTRO PED.;1421;RIFRASTIR PS VERDE FUME' KE;0,000242;KG;1,08000;77606,00000;4,67460;20,28310
503747;3367;COPERCHIO NUOVO FILTRO PED.;1421;RIFRASTIR PS VERDE FUME' KE;0,000242;KG;1,08000;77606,00000;11,76945;20,28310
503747;3367;COPERCHIO NUOVO FILTRO PED.;1421;RIFRASTIR PS VERDE FUME' KE;0,000242;KG;1,08000;77606,00000;16,44405;20,28310
503747;3367;COPERCHIO NUOVO FILTRO PED.;1210;STYROLUX 656C CRISTALLO;0,00784;KG;1,03000;77606,00000;636,22842;626,68397
503748;3367;COPERCHIO NUOVO FILTRO PED.;1421;RIFRASTIR PS VERDE FUME' KE;0,000242;KG;1,08000;93777,00000;19,72173;24,50956
503748;3367;COPERCHIO NUOVO FILTRO PED.;1210;STYROLUX 656C CRISTALLO;0,00784;KG;1,03000;93777,00000;329,25765;757,26803
503748;3367;COPERCHIO NUOVO FILTRO PED.;1210;STYROLUX 656C CRISTALLO;0,00784;KG;1,03000;93777,00000;763,04345;757,26803
503748;3367;COPERCHIO NUOVO FILTRO PED.;1210;STYROLUX 656C CRISTALLO;0,00784;KG;1,03000;93777,00000;433,78580;757,26803
503749;3366;COPERCHIO  BARRIERBAC 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,000438;KG;1,15560;16512,00000;6,75143;8,35760
503749;3366;COPERCHIO  BARRIERBAC 22M/15F;1210;STYROLUX 656C CRISTALLO;0,014171;KG;1,02120;16512,00000;242,11824;238,95217
503750;3371;COPERCHIO HYGROBABY 15M FORO;1421;RIFRASTIR PS VERDE FUME' KE;0,000089;KG;1,08000;54598,00000;5,29528;5,24796
503750;3371;COPERCHIO HYGROBABY 15M FORO;1210;STYROLUX 656C CRISTALLO;0,003468;KG;1,02000;54598,00000;7,77079;193,13278
503750;3371;COPERCHIO HYGROBABY 15M FORO;1210;STYROLUX 656C CRISTALLO;0,003468;KG;1,02000;54598,00000;187,32658;193,13278
503750;3371;COPERCHIO HYGROBABY 15M FORO;1210;STYROLUX 656C CRISTALLO;0,003468;KG;1,02000;54598,00000;195,09737;193,13278
503751;3375;FONDO HYGROBOY CON 22M/15F;1210;STYROLUX 656C CRISTALLO;0,008151;KG;1,02020;82144,00000;685,31334;683,08077
503751;3375;FONDO HYGROBOY CON 22M/15F;1421;RIFRASTIR PS VERDE FUME' KE;0,0002;KG;1,08000;82144,00000;17,80044;17,74310
503752;3374;COPERCHIO HYGROBOY 22F/15M;1421;RIFRASTIR PS VERDE FUME' KE;0,000276;KG;1,08000;45280,00000;1,33936;13,49706
503752;3374;COPERCHIO HYGROBOY 22F/15M;1421;RIFRASTIR PS VERDE FUME' KE;0,000276;KG;1,08000;45280,00000;9,48262;13,49706
503752;3374;COPERCHIO HYGROBOY 22F/15M;1210;STYROLUX 656C CRISTALLO;0,00894;KG;1,01680;45280,00000;403,44900;411,60389
503752;3374;COPERCHIO HYGROBOY 22F/15M;1421;RIFRASTIR PS VERDE FUME' KE;0,000276;KG;1,08000;45280,00000;10,82198;13,49706
503758;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;0,00000;0,04319;0,00000
503758;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;0,00000;0,11778;0,00000
503758;10004105;FONDO BARRIERBAC'S 22M/15F PP;1448;RIFRATENE PP VERDE KE/2623 2%;0,000137;KG;1,07000;0,00000;0,07459;0,00000
503758;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;0,00000;3,42293;0,00000
503758;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;0,00000;1,98169;0,00000
503758;10004105;FONDO BARRIERBAC'S 22M/15F PP;10066414;PP RF365MO BOREALIS;0,006731;KG;1,03000;0,00000;5,40462;0,00000
503759;3381;COPERCHIO BARRIER/HYGROBAC S;1210;STYROLUX 656C CRISTALLO;0,009094;KG;1,03000;87066,00000;835,12121;815,53155
503759;3381;COPERCHIO BARRIER/HYGROBAC S;1421;RIFRASTIR PS VERDE FUME' KE;0,000281;KG;1,08000;87066,00000;21,53150;26,42279
503760;3333;RACCORDO DIRITTO 15F / TUBO P;1213;TERLUX 2812 TR (ABS);0,003047;KG;1,02350;280901,00000;886,34193;876,01912
503761;3335;RACCORDO DIRITTO 22F/ TUBO P;1213;TERLUX 2812 TR (ABS);0,00501;KG;1,02350;285735,00000;1471,65393;1465,17336
503762;10124374;VASCHETTA PP RC PED;10066414;PP RF365MO BOREALIS;0,0071;KG;1,06000;27937,00000;140,82657;210,25386
503762;10124374;VASCHETTA PP RC PED;10066414;PP RF365MO BOREALIS;0,0071;KG;1,06000;27937,00000;215,40927;210,25386
503762;10124374;VASCHETTA PP RC PED;10066414;PP RF365MO BOREALIS;0,0071;KG;1,06000;27937,00000;74,58270;210,25386
503763;10141356;RACCORDO 22FLEX TUBO ADT;10004900;FMA 698 N V055 VA;0,01636;KG;1,02720;65272,00000;1099,87085;1096,89544
503763;10141356;RACCORDO 22FLEX TUBO ADT;10004900;FMA 698 N V055 VA;0,01636;KG;1,02720;65272,00000;105,88834;1096,89544
503763;10141356;RACCORDO 22FLEX TUBO ADT;10004900;FMA 698 N V055 VA;0,01636;KG;1,02720;65272,00000;993,98251;1096,89544
503783;3276;RACC.3 VIE REBBI PARALLELI;1421;RIFRASTIR PS VERDE FUME' KE;0,000357;KG;1,08000;7645,00000;2,98507;2,94761
503783;3276;RACC.3 VIE REBBI PARALLELI;1210;STYROLUX 656C CRISTALLO;0,014522;KG;1,02970;7645,00000;115,66190;114,31800
503784;3277;RACC.3 VIE REBBI PARALLELI;1421;RIFRASTIR PS VERDE FUME' KE;0,000373;KG;1,08000;27804,00000;11,45169;11,20056
503784;3277;RACC.3 VIE REBBI PARALLELI;1210;STYROLUX 656C CRISTALLO;0,015152;KG;1,02830;27804,00000;437,89056;433,20861
503785;3292;RAC.3 VIE REBBI PARALL. T. EXT;1438;STYROLUX BATCH EF;0,000448;KG;1,03500;72403,00000;2,28332;33,57182
503785;3292;RAC.3 VIE REBBI PARALL. T. EXT;1438;STYROLUX BATCH EF;0,000448;KG;1,03500;72403,00000;14,87134;33,57182
503785;3292;RAC.3 VIE REBBI PARALL. T. EXT;1210;STYROLUX 656C CRISTALLO;0,014479;KG;1,02190;72403,00000;1098,09399;1071,28131
503785;3292;RAC.3 VIE REBBI PARALL. T. EXT;1438;STYROLUX BATCH EF;0,000448;KG;1,03500;72403,00000;17,15466;33,57182
503854;PT00083152;CORPO A T 22M-22M-22M/15F EXHAL.VALVE STANDARD;PT00068277;BORMED RF830MO;0,0132;KG;1,02000;7789,00000;105,34231;104,87110
