ordine;part_number;descrizione;lotto;TAG_Stampo;codice_pressa;data_fine
488165;3350;OCCLUSORE PER RACCOGLICOND.;21F0146FA;TAG 18;SE603;05/07/2021 22:47
488166;10141359;MASCHERA ADT A MEDIA CONCENTRAZIONE;21F0147FA;TAG 2;SE024;06/07/2021 08:54
488167;4360;RACCORDO TUBO 'P' CON SEDE;21F0148FA;TAG 158;SE019;29/06/2021 23:30
488168;4551;ANELLO PORTA ELASTICO MASCH. 3;21F0149FA;TAG 82;SE002;30/06/2021 22:18
488169;4552;ANELLO PORTA ELASTICO MASCH. 4;21F0150FA;TAG 82;SE002;05/07/2021 22:44
488170;3032;EIETTORE PER NEBULIZZATORE;21F0151FA;TAG 215;SE002;08/07/2021 22:12
488171;3276;RACC.3 VIE REBBI PARALLELI;21F0152FA;TAG 176-B;SE011;30/06/2021 22:24
488172;3293;RACC.3 VIE REBBI PARALL.22M/;21F0153FA;TAG 176-B;SE011;01/07/2021 21:22
488175;3279;RAC.3 VIE REBBI PARALL.22M/15F;21F0155FA;TAG 176-B;SE604;06/07/2021 21:22
488176;3278;RACC. TRE VIE REBBI PARALLELI;21F0156FA;TAG 176-B;SE604;15/07/2021 00:31
488189;10139857;COPERCHIO BBAC PP 22M/15F;21F0165FA;TAG 31;SE025;29/06/2021 21:16
488190;10139855;COPERCHIO HBAC PP 22M/15F;21F0166FA;TAG 31;SE025;05/07/2021 22:31
488191;3371;COPERCHIO HYGROBABY 15M FORO;21F0167FA;TAG 85;SE005;28/06/2021 21:22
488192;3068;CORPO COBB GIREVOLE;21F0168FA;TAG 229;SE605;14/07/2021 21:46
488193;4936;FONDO FILTRO HYGROLIFE II;21F0169FA;TAG 179;SE017;30/06/2021 23:11
488194;10100775;RACC. DIRITTO 22M/15F BIANCO;21F0170FA;TAG 94;SE017;01/07/2021 21:21
488195;3331;RACC. DIRITTO 22M/15F TUBO P.;21F0171FA;TAG 94;SE017;06/07/2021 21:55
488196;3340;RACC.DIRITTO 22M/15F,22M/VALV.;21F0172FA;TAG 94;SE017;07/07/2021 22:06
488197;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;21F0173FA;TAG 94;SE017;11/07/2021 06:58
488199;10139856;FONDO HBAC/BBAC PP 22F/15M;21F0174FA;TAG 178;SE017;19/07/2021 23:35
488200;10141360;MASCHERA PEDIATRICA;21F0175FA;TAG 5;SE007;10/08/2021 22:07
488201;10141381;MASCHERA TRACHEOSTOMICA;21F0176FA;TAG 47;SE024;06/07/2021 21:27
488202;3010;EIETTORE NEBULIZZATORE;21F0177FA;TAG 59;SE019;29/06/2021 23:43
488203;3042;RACCORDO UNIVERS. X TUBO D.6.2;21F0178FA;TAG 68;SE003;27/06/2021 06:12
488204;3043;RACCORDO UNIV. PER TUBO D. 4.2;21F0179FA;TAG 68;SE003;28/06/2021 21:26
488205;3062;DOPPIO TAPPO PER COBB GIREVOLE;21F0180FA;TAG 41;SE003;22/07/2021 21:18
488206;4305;CIL.APL GEOM VALVE SENZA SC;21F0181FA;TAG 86;SE003;28/07/2021 16:31
488207;4480;"RACC. ""T"" 22F,22M/15F,22M";21F0182FA;TAG 66;SE013;12/07/2021 22:20
488208;4800;COPERCHIO 22F/15M CON CONO;21F0183FA;TAG 153;SE012;07/07/2021 22:08
488209;3046;RACC FLEX DEHP FREE TUBO A 22F;21F0184FA;TAG 253;SE024;20/07/2021 21:28
488210;3367;COPERCHIO NUOVO FILTRO PED.;21F0185FA;TAG 128;SE027;11/07/2021 07:00
488211;3369;FONDO FILTRO STERIVENT MINI;21F0186FA;TAG 133;SE027;19/07/2021 21:58
488212;3369;FONDO FILTRO STERIVENT MINI;21F0187FA;TAG 133;SE027;22/07/2021 21:23
488213;3382;FONDO BARRIERBAC 'S' 22M/15F;21F0188FA;TAG 60;SE601;08/07/2021 22:03
488214;3381;COPERCHIO BARRIER/HYGROBAC S;21F0189FA;TAG 122;SE601;19/07/2021 21:07
488217;3798;INSERT GUEDEL CANNULA SIZE 8 CM;21F0190FA;TAG 63;SE028;13/07/2021 21:26
488218;PT00108838;INSERT GUEDEL CANNULA SIZE 3 CM;21F0191FA;TAG 63;SE028;14/07/2021 21:40
488219;PT00108840;INSERT GUEDEL CANNULA SIZE 6 CM;21F0192FA;TAG 63;SE028;14/07/2021 21:43
488220;4154;TAPPO PER CONNETTORI 22M;21F0193FA;TAG 112;SE019;30/06/2021 22:26
488221;4800;COPERCHIO 22F/15M CON CONO;21F0194FA;TAG 153;SE601;02/08/2021 21:41
488222;PT00108835;GUEDEL CANNULA SIZE 9 CM;21F0195FA;TAG 143;SE010;19/07/2021 23:31
488223;PT00108836;GUEDEL CANNULA SIZE 10 CM;21F0196FA;TAG 143;SE010;22/07/2021 21:24
488224;PT00108834;GUEDEL CANNULA SIZE 8 CM;21F0197FA;TAG 143;SE010;12/07/2021 23:06
488256;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21F0200FA;TAG 234;SE607;28/06/2021 21:23
488258;3015;RACCORDO MASCHERA 22M;21F0201FA;TAG 208;SE018;29/06/2021 21:13
488259;3016;RACCORDO MASCHERE 22M SACCA O2;21F0202FA;TAG 208;SE018;30/06/2021 22:23
488260;3017;RACC.MASCH.CON PREL. D.E.5,50;21F0203FA;TAG 208;SE018;01/07/2021 21:27
488261;3347;RAC. 22F X TUBO CORRUGATO;21F0204FA;TAG 211-B;SE018;12/07/2021 22:43
488262;4150;BOCCOLA GUIDA STELO X VALVOLA;21F0205FA;TAG 220;SE018;12/07/2021 22:19
488263;4153;RACC. APRI VALVOLA X COPERCHIO;21F0206FA;TAG 220;SE018;13/07/2021 21:35
488264;4151;STELO X VALV. TENUTA NEBULIZZ.;21F0207FA;TAG 220;SE018;11/07/2021 06:58
488265;4152;NERVATURA X STELO VALV. TENUTA;21F0208FA;TAG 220;SE018;11/07/2021 07:04
488266;10139857;COPERCHIO BBAC PP 22M/15F;21F0209FA;TAG 31;SE025;08/07/2021 22:02
488268;4352;RACC.A REBBI PARALLELI 22M,22M;21F0210FA;TAG 136;SE009;29/06/2021 21:18
488269;4359;RACCORDO DIRITTO 22M/15F TUBO;21F0211FA;TAG 141;SE009;30/06/2021 22:21
488270;3128;CORPO COBB FISSO 22M/15F CON;21F0212FA;TAG 39;SE009;06/07/2021 21:36
488271;4301;APL GEOM.VALVE 15M SENZA SCAR.;21F0214FA;TAG 91;SE019;07/07/2021 22:09
488272;4438;TAPPO PER CORPO DIGITVENT;21F0215FA;TAG 126;SE002;06/07/2021 21:22
488317;4468;TAPPOXCHIUSURA SONDINO TY-CARE;21F0217FA;TAG 45;SE020;01/07/2021 21:20
488318;3065;TAPPO PER COBB FISSO;21F0218FA;TAG 45;SE020;08/07/2021 17:41
488319;4465;RACCORDO 22M-15F X TY-CARE;21F0219FA;TAG 173;SE015;01/07/2021 21:23
488380;3371;COPERCHIO HYGROBABY 15M FORO;21F0221FA;TAG 85;SE005;30/06/2021 22:28
488385;3298;RACC.NEON.10M,10M,15,NEON.CON;21F0222FA;TAG 4;SE002;21/07/2021 21:23
488386;10141371;RACC 90 FLEX 22F-22F BENNET;21F0223FA;TAG 4;SE002;12/08/2021 21:37
488389;10124375;MEMBRANA IN MEGOL PER RC;21F0226FA;TAG 147;SE018;19/07/2021 21:57
488390;3353;COPERCHIO RACCOGLICOND.TUBO A;21F0227FA;TAG 17;SE018;26/07/2021 14:13
488391;3351;MEMBRANA TENUTA RACCOGLI COND;21F0228FA;TAG 147;SE018;19/07/2021 21:55
488392;10141370;RACC FLEX 15F X CONN.D.5,0-8;21F0229FA;TAG 10;SE002;21/07/2021 22:18
488393;10138831;RACCORDO 15FLEX D.8,0-11.0;21F0230FA;TAG 10;SE002;03/08/2021 21:52
488394;3069;RACC. GIREV. 15F/22M PER COBB;21F0231FA;TAG 210-B;SE012;19/07/2021 22:01
488395;3070;RACCORDO GIREVOLE PER TUBO P;21F0232FA;TAG 210-B;SE012;26/07/2021 14:17
488396;3332;RACCORDO DIRITTO 15M/TUBO P;21F0233FA;TAG 21;SE012;28/07/2021 16:34
488397;3898;RACCORDO ASPIRAZIONE 9,5 :9,5;21F0234FA;TAG 32;SE016;20/07/2021 21:25
488398;4201;RACC. A 'L'22M X MASCHERA;21F0235FA;TAG 51;SE016;21/07/2021 21:22
488399;4810;COPERCHIO FILTRO HYGROLIFE II;21F0236FA;TAG 177;SE016;19/07/2021 21:08
488400;4838;RACC.22M/15F-22M X URM CAR.LAT;21F0237FA;TAG 175;SE013;08/07/2021 22:05
488426;PT00145728;SUPPORTO DITA PER LINEA MDI;21F0238FA;TAG 167;SE002;29/06/2021 21:43
488427;PT00145728;SUPPORTO DITA PER LINEA MDI;21F0239FA;TAG 167;SE002;30/06/2021 22:40
488428;PT00145728;SUPPORTO DITA PER LINEA MDI;21F0240FA;TAG 167;SE002;30/06/2021 22:41
488445;PT00015826;BOCCOLA BLOCC. SACCA X TY-CARE PP;21F0241FA;TAG 196;SE016;12/07/2021 22:19
488446;4462;COPERCHIO VALVOLA PER TY-CARE;21F0242FA;TAG 163;SE028;12/07/2021 23:05
488447;PT00015828;TAPPO INFERIORE DIGITVENT PP;21F0244FA;TAG 186;SE028;10/08/2021 21:52
488448;PT00015829;COPERCHIO SUPERIORE DIGITVENT PP;21F0245FA;TAG 186;SE028;10/08/2021 21:47
488449;3354;COPERCHIO RACCOGLICONDENSA 22M;21F0246FA;TAG 113;SE013;14/07/2021 21:44
488454;3375;FONDO HYGROBOY CON 22M/15F;21F0248FA;TAG 84;SE005;22/07/2021 21:18
488455;3373;FONDO HYGROBABY CON 15F;21F0249FA;TAG 84;SE005;28/07/2021 16:42
488457;10124373;VASCHETTA PP RC ADT;21F0250FA;TAG 19;SE011;12/07/2021 22:17
488459;PT00071261;FONDO FILTRO STERIVENT CLEAR 22M;21F0252FA;TAG 38;SE023;05/08/2021 01:21
488460;10119347;COPERCHIO HB'S/BB'S 22F PP;21F0253FA;TAG 58;SE026;26/07/2021 14:16
488461;PT00071262;COPERCHIO FILTRO STERIVENT CLEAR 22F;21F0254FA;TAG 37;SE026;02/08/2021 21:23
488463;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21F0255FA;TAG 234;SE607;15/07/2021 00:27
488508;3010;EIETTORE NEBULIZZATORE;21F0267FA;TAG 59;SE609;01/07/2021 21:29
488509;3010;EIETTORE NEBULIZZATORE;21F0268FA;TAG 59;SE609;01/07/2021 21:29
488510;3010;EIETTORE NEBULIZZATORE;21F0269FA;TAG 59;SE609;01/07/2021 21:30
488511;3060;TAPPO INT.D.10 X COBB FISSI;21F0270FA;TAG 13;SE609;19/07/2021 21:59
488512;3060;TAPPO INT.D.10 X COBB FISSI;21F0271FA;TAG 13;SE609;19/07/2021 21:58
488513;3060;TAPPO INT.D.10 X COBB FISSI;21F0272FA;TAG 13;SE609;19/07/2021 21:58
488520;3296;ADATTATORE 22M PER 15F;21F0279FA;TAG 22;SE609;12/07/2021 22:16
488521;3296;ADATTATORE 22M PER 15F;21F0280FA;TAG 22;SE609;12/07/2021 22:15
488522;3296;ADATTATORE 22M PER 15F;21F0281FA;TAG 22;SE609;12/07/2021 22:15
488523;3398;ANELLO RACCOGLITUBI ADULTO;21F0282FA;TAG 119;SE609;13/07/2021 21:35
488524;3398;ANELLO RACCOGLITUBI ADULTO;21F0283FA;TAG 119;SE609;13/07/2021 21:32
488525;3398;ANELLO RACCOGLITUBI ADULTO;21F0284FA;TAG 119;SE609;13/07/2021 21:32
488526;3803;RACC. PER TUBO ENDO. D.2,0;21F0285FA;TAG 24;SE609;05/07/2021 22:52
488527;3803;RACC. PER TUBO ENDO. D.2,0;21F0286FA;TAG 24;SE609;05/07/2021 22:52
488528;3803;RACC. PER TUBO ENDO. D.2,0;21F0287FA;TAG 24;SE609;05/07/2021 22:53
488529;3804;RACC. X TUBO ENDOTR. D. 2,5;21F0288FA;TAG 24;SE609;05/07/2021 22:54
488530;3804;RACC. X TUBO ENDOTR. D. 2,5;21F0289FA;TAG 24;SE609;05/07/2021 22:54
488531;3804;RACC. X TUBO ENDOTR. D. 2,5;21F0290FA;TAG 24;SE609;05/07/2021 22:54
488532;3805;RACC. X TUBO ENDOTR. D.3,0;21F0291FA;TAG 24;SE609;05/07/2021 22:55
488533;3805;RACC. X TUBO ENDOTR. D.3,0;21F0292FA;TAG 24;SE609;05/07/2021 22:52
488534;3805;RACC. X TUBO ENDOTR. D.3,0;21F0293FA;TAG 24;SE609;05/07/2021 22:53
488535;3806;RACC. X TUBO ENDOTR. D. 3,5;21F0294FA;TAG 24;SE609;06/07/2021 21:41
488536;3806;RACC. X TUBO ENDOTR. D. 3,5;21F0295FA;TAG 24;SE609;06/07/2021 21:38
488537;3806;RACC. X TUBO ENDOTR. D. 3,5;21F0296FA;TAG 24;SE609;06/07/2021 21:36
488538;3807;RACC, X TUBO ENDOTR. D. 4,0;21F0297FA;TAG 24;SE609;07/07/2021 22:09
488539;3807;RACC, X TUBO ENDOTR. D. 4,0;21F0322FA;TAG 24;SE609;07/07/2021 22:10
488540;3807;RACC, X TUBO ENDOTR. D. 4,0;21F0323FA;TAG 24;SE609;07/07/2021 22:07
488541;3808;RACC.15M X TUBO TRACHEALE;21F0326FA;TAG 24;SE609;07/07/2021 22:04
488542;3808;RACC.15M X TUBO TRACHEALE;21F0327FA;TAG 24;SE609;07/07/2021 22:04
488543;3808;RACC.15M X TUBO TRACHEALE;21F0328FA;TAG 24;SE609;07/07/2021 22:03
488544;3809;RACC. PER TUBO ENDOTR. D. 5,0;21F0329FA;TAG 24;SE609;08/07/2021 22:05
488545;3809;RACC. PER TUBO ENDOTR. D. 5,0;21F0330FA;TAG 24;SE609;08/07/2021 22:05
488546;3809;RACC. PER TUBO ENDOTR. D. 5,0;21F0340FA;TAG 24;SE609;08/07/2021 22:03
488550;4154;TAPPO PER CONNETTORI 22M;21F0344FA;TAG 112;SE609;19/07/2021 22:14
488551;4154;TAPPO PER CONNETTORI 22M;21F0345FA;TAG 112;SE609;19/07/2021 22:13
488552;4154;TAPPO PER CONNETTORI 22M;21F0346FA;TAG 112;SE609;19/07/2021 22:13
488553;4202;ANELLO SERRAGGIO MASCHERA;21F0347FA;TAG 53;SE609;11/07/2021 06:57
488554;4202;ANELLO SERRAGGIO MASCHERA;21F0348FA;TAG 53;SE609;11/07/2021 06:57
488555;4202;ANELLO SERRAGGIO MASCHERA;21F0349FA;TAG 53;SE609;11/07/2021 06:56
488556;4205;GANCIO MASCHERA TRACHEOSTOMICA;21F0350FA;TAG 50;SE609;12/07/2021 22:46
488557;4205;GANCIO MASCHERA TRACHEOSTOMICA;21F0351FA;TAG 50;SE609;12/07/2021 22:21
488558;4205;GANCIO MASCHERA TRACHEOSTOMICA;21F0352FA;TAG 50;SE609;12/07/2021 22:21
488559;4206;FIBBIA MASCHERA TRACHEOSTOMICA;21F0353FA;TAG 50;SE609;12/07/2021 23:00
488560;4206;FIBBIA MASCHERA TRACHEOSTOMICA;21F0354FA;TAG 50;SE609;12/07/2021 22:22
488561;4206;FIBBIA MASCHERA TRACHEOSTOMICA;21F0355FA;TAG 50;SE609;12/07/2021 22:20
488562;4304;PORTA MAGNETE APL GEOMETRIC;21F0356FA;TAG 87;SE609;08/07/2021 21:59
488563;4304;PORTA MAGNETE APL GEOMETRIC;21F0357FA;TAG 87;SE609;08/07/2021 21:58
488564;4304;PORTA MAGNETE APL GEOMETRIC;21F0358FA;TAG 87;SE609;08/07/2021 21:58
488565;4360;RACCORDO TUBO 'P' CON SEDE;21F0359FA;TAG 158;SE609;11/07/2021 06:59
488566;4360;RACCORDO TUBO 'P' CON SEDE;21F0362FA;TAG 158;SE609;11/07/2021 06:59
488567;4360;RACCORDO TUBO 'P' CON SEDE;21F0363FA;TAG 158;SE609;11/07/2021 06:58
488571;4848;DISCO X VALV.ROTATORIA TY-CARE;21F0367FA;TAG 185;SE609;14/07/2021 21:36
488572;4848;DISCO X VALV.ROTATORIA TY-CARE;21F0368FA;TAG 185;SE609;14/07/2021 21:36
488573;4848;DISCO X VALV.ROTATORIA TY-CARE;21F0369FA;TAG 185;SE609;14/07/2021 21:36
488633;4838;RACC.22M/15F-22M X URM CAR.LAT;21F0370FA;TAG 175;SE025;22/07/2021 21:18
488634;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21F0371FA;TAG 218;ST312;16/07/2021 14:55
488635;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21F0372FA;TAG 218;ST312;20/07/2021 19:42
488686;4834;RACC.DRITTO 22M/15F-22M X URM;21F0376FA;TAG 175;SE025;22/07/2021 21:16
488687;4832;RACC.22M/15F X URM CARICO ALTO;21F0379FA;TAG 175;SE013;10/08/2021 21:18
488688;3337;RAC.DRITTO 22M/19F,TUBO 'A'15F;21F0380FA;TAG 94;SE015;19/07/2021 21:08
488689;10005250;RACC.DIRITTO 22M/19F,22M/VALV.;21F0381FA;TAG 94;SE015;21/07/2021 21:23
488690;4896;RACC.DRITTO AZZURRO 22M-TUBO A;21F0382FA;TAG 94;SE015;21/07/2021 21:31
488691;3336;RACC. DIRITTO 22F,TUBO 'A'/15F;21F0383FA;TAG 94;SE015;27/07/2021 14:34
488692;4841;VALV.DIGITVENT 12CH TY-CARE AD;21F0384FA;TAG 187;SE014;19/07/2021 21:30
488693;3419;BOCCOLA RIDUZ.30 M X CONNETT.;21F0385FA;TAG 109;SE020;05/08/2021 01:20
488694;3815;RACC.15M X TUBO TRACHEALE D.8;21F0386FA;TAG 24;SE019;26/07/2021 14:32
488695;4202;ANELLO SERRAGGIO MASCHERA;21F0387FA;TAG 53;SE019;26/07/2021 14:36
488696;4205;GANCIO MASCHERA TRACHEOSTOMICA;21F0388FA;TAG 50;SE019;06/07/2021 21:54
488697;4206;FIBBIA MASCHERA TRACHEOSTOMICA;21F0389FA;TAG 50;SE019;06/07/2021 21:54
488698;3393;ANIMA PORTA BOBINA HYGROSTER;21F0390FA;TAG 65;SE020;21/07/2021 21:24
488704;3379;FONDO FILTRO HYGROBAC 'S';21F0391FA;TAG 233-D;SE601;31/08/2021 21:58
488705;3359;CONNETTORE CONO LUER X FILTRI;21F0392FA;TAG 46;SE019;25/08/2021 21:10
488835;10084085;FONDO FILTRO HYGROBAC'S PP;21F0401FA;TAG 209;SE602;22/07/2021 19:49
488836;10084085;FONDO FILTRO HYGROBAC'S PP;21F0402FA;TAG 209;SE602;03/08/2021 19:18
488842;PT00108829;GUEDEL CANNULA SIZE 3 CM;21F0403FA;TAG 64;SE011;14/07/2021 21:42
488843;PT00108830;GUEDEL CANNULA SIZE 4 CM;21F0404FA;TAG 64;SE011;19/07/2021 23:43
488844;PT00108832;GUEDEL CANNULA SIZE 6 CM;21F0405FA;TAG 64;SE011;21/07/2021 22:25
488845;PT00108833;GUEDEL CANNULA SIZE 7 CM;21F0406FA;TAG 64;SE011;21/07/2021 21:38
488846;PT00108837;GUEDEL CANNULA SIZE 11 CM;21F0407FA;TAG 111;SE011;22/07/2021 21:19
488855;4465;RACCORDO 22M-15F X TY-CARE;21F0408FA;TAG 173;SE015;21/07/2021 22:18
488935;3374;COPERCHIO HYGROBOY 22F/15M;21G0003FA;TAG 85;SE005;13/07/2021 21:23
488940;3380;COP.HYGROBAC/BARRIERBAC'S' 22F;21G0004FA;TAG 58;SE026;19/07/2021 21:06
488941;3333;RACCORDO DIRITTO 15F / TUBO P;21G0005FA;TAG 251;SE009;11/07/2021 07:04
488942;3335;RACCORDO DIRITTO 22F/ TUBO P;21G0006FA;TAG 251;SE009;14/07/2021 21:46
488943;3333;RACCORDO DIRITTO 15F / TUBO P;21G0007FA;TAG 251;SE009;27/07/2021 14:38
488944;3335;RACCORDO DIRITTO 22F/ TUBO P;21G0008FA;TAG 251;SE009;21/07/2021 21:24
488945;3335;RACCORDO DIRITTO 22F/ TUBO P;21G0009FA;TAG 251;SE009;10/08/2021 21:13
488947;3292;RAC.3 VIE REBBI PARALL. T. EXT;21G0011FA;TAG 176-B;SE011;28/07/2021 16:40
488949;4456;ADATTATORE MDI PER TY-CARE.48;21G0013FA;TAG 167;SE002;28/07/2021 16:30
488971;3390;FONDO FILTRO HYGROSTER 22M/15F;21G0014FA;TAG 38;SE023;10/08/2021 21:17
488972;10141370;RACC FLEX 15F X CONN.D.5,0-8;21G0015FA;TAG 10;SE002;14/07/2021 21:42
489065;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21G0020FA;TAG 218;ST312;02/08/2021 11:42
489103;10139857;COPERCHIO BBAC PP 22M/15F;21G0023FA;TAG 31;SE025;21/07/2021 22:23
489122;10139856;FONDO HBAC/BBAC PP 22F/15M;21G0025FA;TAG 178;SE017;27/07/2021 14:39
489123;10139858;FONDO BBAC PP 22F;21G0026FA;TAG 178;SE017;26/08/2021 21:32
489124;4468;TAPPOXCHIUSURA SONDINO TY-CARE;21G0027FA;TAG 45;SE020;27/07/2021 16:12
489134;3388;FONDO FILTRO STERIVENT 'S';21G0028FA;TAG 38;SE023;02/08/2021 21:31
489135;3390;FONDO FILTRO HYGROSTER 22M/15F;21G0029FA;TAG 38;SE023;09/08/2021 21:45
489136;3389;FONDO FILTRO STERIVENT 22M/15F;21G0030FA;TAG 38;SE023;17/08/2021 21:09
489175;PT00083153;CORPO DIR.22M/22M X EXH.AIROX;21G0031FA;TAG 155;SE013;19/07/2021 21:55
489272;PT00083154;CORPO T 22M-22M-22M/15F EXH. AIROX;21G0043FA;TAG 152;SE013;19/07/2021 21:57
489276;3369;FONDO FILTRO STERIVENT MINI;21G0044FA;TAG 133;SE027;02/08/2021 21:34
489340;10004105;FONDO BARRIERBAC'S 22M/15F PP;21G0046FA;TAG 121;SE605;26/07/2021 14:13
489379;PT00108829;GUEDEL CANNULA SIZE 3 CM;21G0048FA;TAG 64;SE011;19/07/2021 23:43
489380;PT00108831;GUEDEL CANNULA SIZE 5 CM;21G0049FA;TAG 64;SE011;19/07/2021 23:44
489416;3367;COPERCHIO NUOVO FILTRO PED.;21G0050FA;TAG 128;SE008;02/08/2021 21:24
489417;4843;VALV.DIGITVENT 16CH TY-CARE AD;21G0051FA;TAG 187;SE014;28/07/2021 16:35
489418;4861;DIGITVENT 7/8CH TY-CARE PED/NE;21G0052FA;TAG 187;SE014;18/08/2021 21:25
489447;10005251;RACC. 'L' 15M - 15F/22M;21G0073FA;TAG 252;SE013;02/08/2021 21:16
489448;3068;CORPO COBB GIREVOLE;21G0074FA;TAG 229;SE601;16/08/2021 21:21
489449;10005252;RACC.'L' 15M-15F/22M CON LUER;21G0075FA;TAG 252;SE013;09/08/2021 21:37
489479;3362;COPERCHIO FILTRO STERIVENT 22F;21G0079FA;TAG 37;SE026;27/07/2021 14:35
489483;4126;CORPO FILTRO SPIROM. 33M/30F;21G0080FA;TAG 83;SE007;28/07/2021 16:35
489486;PT00137376;FONDO VALVOLA ROTATORIA TY-CARE EXEL;21G0083FA;TAG 159;SE603;20/07/2021 00:15
489487;PT00137376;FONDO VALVOLA ROTATORIA TY-CARE EXEL;21G0084FA;TAG 159;SE603;20/07/2021 00:21
489488;PT00137376;FONDO VALVOLA ROTATORIA TY-CARE EXEL;21G0085FA;TAG 159;SE603;20/07/2021 00:35
489489;PT00137377;FONDO VALVOLA ROTATORIA TY-CARE COUDE';21G0086FA;TAG 159;SE603;20/07/2021 00:38
489490;PT00137377;FONDO VALVOLA ROTATORIA TY-CARE COUDE';21G0087FA;TAG 159;SE603;20/07/2021 00:41
489491;PT00137377;FONDO VALVOLA ROTATORIA TY-CARE COUDE';21G0088FA;TAG 159;SE603;20/07/2021 00:47
489613;10119239;CORPO CENTRALE TRACHEOLIFE III;21G0107FA;TAG 230;SE015;23/08/2021 21:40
489614;10119241;COPERCHIO LATERALE TRACHEO.III;21G0108FA;TAG 231;SE603;09/08/2021 21:35
489615;PT00078083;COPERC.+PORTA O2 TRACHEO.III;21G0109FA;TAG 231;SE603;02/08/2021 21:24
489616;3046;RACC FLEX DEHP FREE TUBO A 22F;21G0110FA;TAG 253;SE024;26/07/2021 14:22
489617;3000;MASCHERA PER ADULTI;21G0111FA;TAG 2;SE024;28/07/2021 16:33
489618;10119343;FONDO STERIVENT MINI;21G0112FA;TAG 133;SE027;09/08/2021 21:42
489619;3369;FONDO FILTRO STERIVENT MINI;21G0113FA;TAG 133;SE027;16/08/2021 21:24
489620;10119344;COPERCHIO STERIVENT MINI;21G0114FA;TAG 128;SE026;09/08/2021 21:40
489679;3349;COPERCHIO RACC.COND. TUBO 'P';21G0115FA;TAG 17;SE018;28/07/2021 16:31
489684;4154;TAPPO PER CONNETTORI 22M;21G0116FA;TAG 112;SE019;28/07/2021 16:38
489685;4300;CILINDRO .APL GEOM.VALVE+SC.;21G0118FA;TAG 86;SE003;03/08/2021 21:57
489686;4301;APL GEOM.VALVE 15M SENZA SCAR.;21G0119FA;TAG 91;SE019;02/08/2021 21:20
489687;4360;RACCORDO TUBO 'P' CON SEDE;21G0120FA;TAG 158;SE019;03/08/2021 22:02
489689;PT00015827;BOCCOLA SACCA SONDINO TY-CARE PP;21G0122FA;TAG 199;SE016;02/08/2021 21:18
489694;PT00137382;CONNETTORE Y BABYLOG - TY-CARE NEO/PED;21G0123FA;TAG 183;SE013;27/07/2021 14:46
489695;PT00137382;CONNETTORE Y BABYLOG - TY-CARE NEO/PED;21G0134FA;TAG 183;SE013;27/07/2021 14:50
489696;PT00137382;CONNETTORE Y BABYLOG - TY-CARE NEO/PED;21G0135FA;TAG 183;SE013;27/07/2021 14:53
489715;3391;C. HYGROSTER,STERIVENT 22F/15M;21G0136FA;TAG 130;SE025;02/08/2021 21:26
489716;3391;C. HYGROSTER,STERIVENT 22F/15M;21G0137FA;TAG 130;SE025;09/08/2021 21:34
489717;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21G0138FA;TAG 218;ST312;11/08/2021 13:27
489718;10004101;COPERCHIO BARR.S/HYGR.S IN PP;21G0139FA;TAG 218;ST312;23/08/2021 08:37
489719;4498;RACCORDO VENTURI 22F (15L-60%);21G0140FA;TAG 48;SE024;02/08/2021 21:19
489720;4497;RACCORDO VENTURI 22F (12L-50%);21G0141FA;TAG 48;SE024;03/08/2021 22:04
489721;4493;RACCORDO VENTURI 22F (4L-28%);21G0142FA;TAG 48;SE024;05/08/2021 01:10
489722;4495;RACCORDO VENTURI 22F (8L-35%);21G0143FA;TAG 48;SE024;09/08/2021 21:35
489723;4494;RACCORDO VENTURI 22F (6L-31%);21G0144FA;TAG 48;SE024;09/08/2021 21:32
489724;4496;RACCORDO VENTURI 22F (10L-40%);21G0145FA;TAG 48;SE024;10/08/2021 21:17
489725;4492;RACCORDO VENTURI 22F (2L-24%);21G0146FA;TAG 48;SE024;31/08/2021 21:31
489726;10141368;RACCORDO FLEX TUBO PED 22F;21G0147FA;TAG 29;SE024;02/08/2021 21:32
489727;4544;CORPO MASCH.AN.LARGE ADULT;21G0148FA;TAG 75;SE008;02/08/2021 21:15
489728;4545;CORPO MASCHERA ANEST.MEDIUM AD;21G0149FA;TAG 75;SE008;10/08/2021 21:19
489729;4550;ANELLO PORTA ELASTICO MASCH.2;21G0150FA;TAG 82;SE028;10/08/2021 21:18
489758;10141370;RACC FLEX 15F X CONN.D.5,0-8;21G0151FA;TAG 10;SE002;09/08/2021 21:32
489759;4305;CIL.APL GEOM VALVE SENZA SC;21G0152FA;TAG 86;SE003;02/08/2021 21:17
489763;3333;RACCORDO DIRITTO 15F / TUBO P;21G0153FA;TAG 251;SE009;02/08/2021 21:45
489764;4842;VALV.DIGITVENT 14CH TY-CARE AD;21G0154FA;TAG 187;SE014;10/08/2021 21:19
489778;10084085;FONDO FILTRO HYGROBAC'S PP;21G0156FA;TAG 209;SE602;11/08/2021 10:19
